Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth XS,ESA-NRJRS-NAVY-RED-YouthXS,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth S,ESA-NRJRS-NAVY-RED-YouthS,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth M,ESA-NRJRS-NAVY-RED-YouthM,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth L,ESA-NRJRS-NAVY-RED-YouthL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth XL,ESA-NRJRS-NAVY-RED-YouthXL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,S,ESA-NRJRS-NAVY-RED-S,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,M,ESA-NRJRS-NAVY-RED-M,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,L,ESA-NRJRS-NAVY-RED-L,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,XL,ESA-NRJRS-NAVY-RED-XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,2XL,ESA-NRJRS-NAVY-RED-2XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,3XL,ESA-NRJRS-NAVY-RED-3XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-navy-red,No Rest Just Reps Set - Navy & Red,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Navy & Red.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,4XL,ESA-NRJRS-NAVY-RED-4XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-navy-red.png,1,No Rest Just Reps Set - Navy & Red
no-rest-just-reps-set-pink-lightblue,No Rest Just Reps Set - Pink & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Pink & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth XS,ESA-NRJRS-PINK-LIGHTBLUE-YouthXS,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-pink-lightblue.png,1,No Rest Just Reps Set - Pink & Light Blue
no-rest-just-reps-set-pink-lightblue,No Rest Just Reps Set - Pink & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Pink & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth S,ESA-NRJRS-PINK-LIGHTBLUE-YouthS,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-pink-lightblue.png,1,No Rest Just Reps Set - Pink & Light Blue
no-rest-just-reps-set-pink-lightblue,No Rest Just Reps Set - Pink & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Pink & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth M,ESA-NRJRS-PINK-LIGHTBLUE-YouthM,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-pink-lightblue.png,1,No Rest Just Reps Set - Pink & Light Blue
no-rest-just-reps-set-pink-lightblue,No Rest Just Reps Set - Pink & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Pink & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth L,ESA-NRJRS-PINK-LIGHTBLUE-YouthL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-pink-lightblue.png,1,No Rest Just Reps Set - Pink & Light Blue
